timestamp: 25 Apr 2016 16:19:04 | username: nets213 | message: up\
timestamp: 25 Apr 2016 16:40:14 | username: iwantbanhmi | message: right
timestamp: 25 Apr 2016 16:40:16 | username: iwantbanhmi | message: right
timestamp: 25 Apr 2016 16:40:18 | username: iwantbanhmi | message: right
timestamp: 25 Apr 2016 16:40:19 | username: iwantbanhmi | message: right
timestamp: 25 Apr 2016 16:40:32 | username: iwantbanhmi | message: up
timestamp: 25 Apr 2016 16:40:32 | username: iwantbanhmi | message: up
timestamp: 25 Apr 2016 16:40:33 | username: iwantbanhmi | message: up
timestamp: 25 Apr 2016 16:40:34 | username: iwantbanhmi | message: up
timestamp: 25 Apr 2016 16:40:34 | username: iwantbanhmi | message: up
timestamp: 25 Apr 2016 16:40:39 | username: nets213 | message: it's actually on anarchy now so you don't need to send 5 things lol
timestamp: 25 Apr 2016 16:40:50 | username: nets213 | message: down
timestamp: 25 Apr 2016 16:40:51 | username: iwantbanhmi | message: woohoooo
timestamp: 25 Apr 2016 16:40:51 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:40:54 | username: nets213 | message: up
timestamp: 25 Apr 2016 16:40:57 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:40:59 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:41:08 | username: mic_wen | message: up
timestamp: 25 Apr 2016 16:41:09 | username: mic_wen | message: up
timestamp: 25 Apr 2016 16:41:14 | username: mic_wen | message: right
timestamp: 25 Apr 2016 16:41:19 | username: iwantbanhmi | message: down
timestamp: 25 Apr 2016 16:41:36 | username: nets213 | message: shoutout to mic_wen for joining!
timestamp: 25 Apr 2016 16:41:39 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:41:54 | username: nets213 | message: up
timestamp: 25 Apr 2016 16:41:57 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:41:59 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:42:01 | username: nets213 | message: up
timestamp: 25 Apr 2016 16:42:02 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:44:05 | username: nets213 | message: up
timestamp: 25 Apr 2016 16:44:30 | username: mic_wen | message: up
timestamp: 25 Apr 2016 16:44:32 | username: mic_wen | message: up
timestamp: 25 Apr 2016 16:45:32 | username: nets213 | message: down
timestamp: 25 Apr 2016 16:47:29 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:47:31 | username: nets213 | message: up
timestamp: 25 Apr 2016 16:47:33 | username: nets213 | message: down
timestamp: 25 Apr 2016 16:47:34 | username: nets213 | message: up
timestamp: 25 Apr 2016 16:47:35 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:47:39 | username: nets213 | message: down
timestamp: 25 Apr 2016 16:47:42 | username: nets213 | message: right
timestamp: 25 Apr 2016 16:47:43 | username: nets213 | message: up
timestamp: 25 Apr 2016 16:47:45 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:00:55 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:00:57 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:00:58 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:00:59 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:14:17 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:14:23 | username: eternal_hots | message: hi
timestamp: 25 Apr 2016 17:14:26 | username: eternal_hots | message: am i doing this correctly
timestamp: 25 Apr 2016 17:14:28 | username: nets213 | message: yes
timestamp: 25 Apr 2016 17:14:32 | username: nets213 | message: twitch is just laggy
timestamp: 25 Apr 2016 17:14:33 | username: nets213 | message: see?
timestamp: 25 Apr 2016 17:14:34 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:14:38 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:14:38 | username: eternal_hots | message: kappa
timestamp: 25 Apr 2016 17:14:40 | username: eternal_hots | message: nice nice
timestamp: 25 Apr 2016 17:14:52 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:14:56 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:14:59 | username: nets213 | message: like so
timestamp: 25 Apr 2016 17:15:12 | username: eternal_hots | message: ahh that's so cool
timestamp: 25 Apr 2016 17:15:13 | username: eternal_hots | message: right
timestamp: 25 Apr 2016 17:15:21 | username: eternal_hots | message: tup
timestamp: 25 Apr 2016 17:15:23 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:15:24 | username: eternal_hots | message: right
timestamp: 25 Apr 2016 17:15:35 | username: nets213 | message: yeah if only the stream wasn't so laggy but w/e
timestamp: 25 Apr 2016 17:15:41 | username: nets213 | message: down
timestamp: 25 Apr 2016 17:15:49 | username: nets213 | message: we might lose this game lol
timestamp: 25 Apr 2016 17:15:52 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:15:53 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:17:35 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:17:36 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:17:37 | username: nets213 | message: right
timestamp: 25 Apr 2016 17:17:39 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:18:23 | username: eternal_hots | message: loll
timestamp: 25 Apr 2016 17:18:31 | username: eternal_hots | message: you're supposed to go into corners right
timestamp: 25 Apr 2016 17:18:36 | username: eternal_hots | message: i've always been awful at 2048
timestamp: 25 Apr 2016 17:18:43 | username: nets213 | message: yeah same i've actually never won
timestamp: 25 Apr 2016 17:18:55 | username: nets213 | message: down
timestamp: 25 Apr 2016 17:18:59 | username: nets213 | message: left
timestamp: 25 Apr 2016 17:19:03 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:19:05 | username: nets213 | message: left
timestamp: 25 Apr 2016 17:19:07 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:19:16 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:19:16 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:19:31 | username: eternal_hots | message: ohmydog
timestamp: 25 Apr 2016 17:19:40 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:19:41 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:19:42 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:19:43 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:19:50 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:19:54 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:19:56 | username: mic_wen | message: left
timestamp: 25 Apr 2016 17:20:03 | username: mic_wen | message: left
timestamp: 25 Apr 2016 17:20:10 | username: mic_wen | message: left
timestamp: 25 Apr 2016 17:20:11 | username: mic_wen | message: left
timestamp: 25 Apr 2016 17:20:32 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:20:37 | username: mic_wen | message: right
timestamp: 25 Apr 2016 17:20:42 | username: mic_wen | message: right
timestamp: 25 Apr 2016 17:20:43 | username: mic_wen | message: right
timestamp: 25 Apr 2016 17:20:49 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:20:51 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:20:57 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:20:58 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:20:58 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:21:01 | username: eternal_hots | message: hi michael lol
timestamp: 25 Apr 2016 17:21:02 | username: mic_wen | message: left
timestamp: 25 Apr 2016 17:21:03 | username: eternal_hots | message: it's tony
timestamp: 25 Apr 2016 17:21:06 | username: mic_wen | message: lmao
timestamp: 25 Apr 2016 17:21:09 | username: mic_wen | message: sup tony
timestamp: 25 Apr 2016 17:21:11 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:21:12 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:21:14 | username: mic_wen | message: playing this in class rn
timestamp: 25 Apr 2016 17:21:16 | username: eternal_hots | message: nobody is doing our task :(
timestamp: 25 Apr 2016 17:21:21 | username: mic_wen | message: :(
timestamp: 25 Apr 2016 17:21:23 | username: nets213 | message: which one is your guys?
timestamp: 25 Apr 2016 17:21:31 | username: eternal_hots | message: finding pictures for children's books
timestamp: 25 Apr 2016 17:21:36 | username: nets213 | message: o i saw that
timestamp: 25 Apr 2016 17:21:46 | username: mic_wen | message: i guess i'll do a bunch tomorrow
timestamp: 25 Apr 2016 17:21:56 | username: mic_wen | message: do we get credit for doing our own
timestamp: 25 Apr 2016 17:22:03 | username: mic_wen | message: cause then i'm gonna stop doing this one lol
timestamp: 25 Apr 2016 17:22:03 | username: eternal_hots | message: not time credit
timestamp: 25 Apr 2016 17:22:05 | username: nets213 | message: not participation. but it can count for your analysis
timestamp: 25 Apr 2016 17:22:06 | username: mic_wen | message: dammit
timestamp: 25 Apr 2016 17:22:10 | username: eternal_hots | message: o wait
timestamp: 25 Apr 2016 17:22:11 | username: eternal_hots | message: we got some
timestamp: 25 Apr 2016 17:22:13 | username: eternal_hots | message: like 40%
timestamp: 25 Apr 2016 17:22:16 | username: eternal_hots | message: good enough for analysis lol
timestamp: 25 Apr 2016 17:22:16 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:17 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:19 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:22:20 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:22:21 | username: mic_wen | message: :d
timestamp: 25 Apr 2016 17:22:27 | username: eternal_hots | message: tbtacoleft tbcheesepull tbcheesepull tbcheesepull tbtacoright
timestamp: 25 Apr 2016 17:22:34 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:34 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:35 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:37 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:38 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:38 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:39 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:39 | username: nets213 | message: yeah that's what we were going for too
timestamp: 25 Apr 2016 17:22:45 | username: mic_wen | message: right
timestamp: 25 Apr 2016 17:22:46 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:22:51 | username: aashbrownie | message: left
timestamp: 25 Apr 2016 17:22:51 | username: nets213 | message: also all these chats are logged and we had some trolls yesterday posting copypastas and stuff
timestamp: 25 Apr 2016 17:22:52 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:22:58 | username: mic_wen | message: lol
timestamp: 25 Apr 2016 17:23:03 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:03 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:04 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:04 | username: nets213 | message: so ccb can see them
timestamp: 25 Apr 2016 17:23:05 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:06 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:06 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:07 | username: nets213 | message: hehe
timestamp: 25 Apr 2016 17:23:07 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:08 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:13 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:14 | username: mic_wen | message: up
timestamp: 25 Apr 2016 17:23:15 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:23:16 | username: aashbrownie | message: down
timestamp: 25 Apr 2016 17:23:18 | username: aashbrownie | message: right
timestamp: 25 Apr 2016 17:23:19 | username: aashbrownie | message: left
timestamp: 25 Apr 2016 17:23:19 | username: aashbrownie | message: up
timestamp: 25 Apr 2016 17:23:23 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:23:26 | username: eternal_hots | message: wait no it's not in the corner anymore
timestamp: 25 Apr 2016 17:23:34 | username: eternal_hots | message: kappa
timestamp: 25 Apr 2016 17:23:37 | username: nets213 | message: ya you still beat the other aggregation method so gj
timestamp: 25 Apr 2016 17:23:41 | username: theonlysnail | message: we have to keep it in the corner t.t
timestamp: 25 Apr 2016 17:23:43 | username: nets213 | message: top score on that was 832
timestamp: 25 Apr 2016 17:23:49 | username: aashbrownie | message: up
timestamp: 25 Apr 2016 17:23:49 | username: aashbrownie | message: up
timestamp: 25 Apr 2016 17:24:01 | username: eternal_hots | message: rip
timestamp: 25 Apr 2016 17:24:03 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:24:04 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:24:04 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:24:05 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:24:22 | username: mic_wen | message: restart
timestamp: 25 Apr 2016 17:24:30 | username: mic_wen | message: new game
timestamp: 25 Apr 2016 17:24:55 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:25:21 | username: eternal_hots | message: woah is that a valid command
timestamp: 25 Apr 2016 17:25:22 | username: eternal_hots | message: lol
timestamp: 25 Apr 2016 17:25:24 | username: eternal_hots | message: up left
timestamp: 25 Apr 2016 17:25:24 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:25:25 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:25:26 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:25:27 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:25:31 | username: nets213 | message: only when we want it to be :)
timestamp: 25 Apr 2016 17:25:41 | username: theonlysnail | message: xd
timestamp: 25 Apr 2016 17:25:43 | username: nets213 | message: it would be dumb if you could just repeatedly restart the game
timestamp: 25 Apr 2016 17:25:49 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:25:52 | username: eternal_hots | message: it's like in twitch plays pokemon
timestamp: 25 Apr 2016 17:25:59 | username: eternal_hots | message: when they kept repeatedly releasing pokemon
timestamp: 25 Apr 2016 17:26:01 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:26:02 | username: nets213 | message: yeah that was kind of our inspiration
timestamp: 25 Apr 2016 17:26:02 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:26:03 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:26:04 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:26:04 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:26:05 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:26:06 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:26:06 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:26:23 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 17:26:23 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:26:27 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 17:26:30 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 17:26:43 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:26:45 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:26:46 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:26:46 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:26:48 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:26:53 | username: theonlysnail | message: darn this lag
timestamp: 25 Apr 2016 17:27:00 | username: nets213 | message: i know. blame twitch
timestamp: 25 Apr 2016 17:27:05 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:27:06 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:27:06 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:27:07 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:27:07 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:27:08 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:27:08 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:27:10 | username: nets213 | message: the commands are being input to the computer running this as quickly as you type them
timestamp: 25 Apr 2016 17:27:16 | username: nets213 | message: it just takes a few seconds for the stream to show it
timestamp: 25 Apr 2016 17:27:36 | username: nets213 | message: hence why it will stop, then blaze thru the last few moves
timestamp: 25 Apr 2016 17:27:56 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:27:57 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:27:57 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:27:58 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:27:58 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:27:59 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:28:03 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:28:04 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 17:28:04 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:28:05 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:28:13 | username: nets213 | message: left
timestamp: 25 Apr 2016 17:28:18 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:28:19 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:28:19 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:28:21 | username: lalapenguintest | message: up
timestamp: 25 Apr 2016 17:28:24 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 17:28:25 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:28:25 | username: nets213 | message: shout to theonlysnail for playing
timestamp: 25 Apr 2016 17:28:48 | username: lalapenguintest | message: left
timestamp: 25 Apr 2016 17:28:54 | username: lalapenguintest | message: left
timestamp: 25 Apr 2016 17:28:58 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 17:28:58 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:28:58 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:29:01 | username: nets213 | message: left
timestamp: 25 Apr 2016 17:29:03 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:29:03 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:29:10 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:29:14 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:29:17 | username: nets213 | message: whoever did right, you ruined it
timestamp: 25 Apr 2016 17:29:25 | username: nets213 | message: ok nvm close call
timestamp: 25 Apr 2016 17:29:27 | username: nets213 | message: up
timestamp: 25 Apr 2016 17:29:36 | username: eternal_hots | message: lool
timestamp: 25 Apr 2016 17:29:43 | username: nets213 | message: left
timestamp: 25 Apr 2016 17:29:49 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 17:29:50 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:30:02 | username: lalapenguintest | message: up
timestamp: 25 Apr 2016 17:30:08 | username: lalapenguintest | message: up
timestamp: 25 Apr 2016 17:30:11 | username: lalapenguintest | message: up
timestamp: 25 Apr 2016 17:30:15 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:30:23 | username: lalapenguintest | message: left
timestamp: 25 Apr 2016 17:30:32 | username: lalapenguintest | message: left
timestamp: 25 Apr 2016 17:30:37 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:30:40 | username: nets213 | message: left
timestamp: 25 Apr 2016 17:30:40 | username: lalapenguintest | message: up
timestamp: 25 Apr 2016 17:30:42 | username: lalapenguintest | message: left
timestamp: 25 Apr 2016 17:30:53 | username: lalapenguintest | message: up
timestamp: 25 Apr 2016 17:30:59 | username: lalapenguintest | message: left
timestamp: 25 Apr 2016 17:31:08 | username: lalapenguintest | message: left
timestamp: 25 Apr 2016 17:31:11 | username: lalapenguintest | message: up
timestamp: 25 Apr 2016 17:31:28 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:31:29 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:31:29 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:31:30 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:31:30 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:31:31 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:31:42 | username: eternal_hots | message: i think we need to go down and up to reset it
timestamp: 25 Apr 2016 17:31:46 | username: eternal_hots | message: when there's no up or left moves
timestamp: 25 Apr 2016 17:31:49 | username: theonlysnail | message: yeah
timestamp: 25 Apr 2016 17:31:54 | username: eternal_hots | message: collaboration
timestamp: 25 Apr 2016 17:31:55 | username: eternal_hots | message: ayyy
timestamp: 25 Apr 2016 17:32:05 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 17:32:06 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:32:07 | username: nets213 | message: omg im screenshotting this and using it in the project if you successfully accomplish this
timestamp: 25 Apr 2016 17:32:20 | username: eternal_hots | message: wait i'm a going to be famous
timestamp: 25 Apr 2016 17:32:21 | username: eternal_hots | message: hi mom
timestamp: 25 Apr 2016 17:32:29 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:32:29 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:32:49 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:33:27 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:33:28 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:33:29 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:33:29 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:33:37 | username: theonlysnail | message: again we need to do a right
timestamp: 25 Apr 2016 17:33:46 | username: eternal_hots | message: right
timestamp: 25 Apr 2016 17:33:47 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:33:57 | username: eternal_hots | message: yeah if there's 4 in the top row
timestamp: 25 Apr 2016 17:34:02 | username: eternal_hots | message: i think we can do right safely
timestamp: 25 Apr 2016 17:34:05 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:34:05 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:34:15 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:34:16 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:34:29 | username: nets213 | message: so tell me this isn't the easiest way to kill 2 hours
timestamp: 25 Apr 2016 17:34:46 | username: theonlysnail | message: do we want to kill 2 hours on this?
timestamp: 25 Apr 2016 17:34:59 | username: nets213 | message: if you beat 1240 lol
timestamp: 25 Apr 2016 17:35:23 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 17:35:23 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:35:25 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:35:26 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:35:27 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:35:27 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:35:27 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:35:28 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:36:12 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:36:13 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:37:01 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:37:02 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:37:03 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:37:22 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:37:24 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:37:26 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:38:14 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:38:20 | username: eternal_hots | message: right
timestamp: 25 Apr 2016 17:38:21 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:38:34 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:38:35 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:38:36 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:38:36 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:38:36 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:38:37 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:39:19 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:39:21 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:39:35 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:39:36 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:39:37 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:40:01 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:40:02 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:40:43 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:40:44 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:40:46 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:40:49 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:40:56 | username: eternal_hots | message: left
