timestamp: 22 Apr 2016 22:07:27 | username: nets213 | message: up
timestamp: 24 Apr 2016 21:51:26 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 21:51:27 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 21:51:44 | username: aashbrownie | message: jie, can you mod amelie1234567
timestamp: 24 Apr 2016 21:51:54 | username: nets213 | message: she's now a mod
timestamp: 24 Apr 2016 21:52:02 | username: amelie1234567 | message: thanks!
timestamp: 24 Apr 2016 21:52:04 | username: amelie1234567 | message: down
timestamp: 24 Apr 2016 21:52:09 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:52:10 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:52:11 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:52:12 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:52:13 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:52:30 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 21:52:31 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 21:52:32 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 21:52:32 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 21:52:33 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 21:52:40 | username: aashbrownie | message: put one at a time
timestamp: 24 Apr 2016 21:52:58 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:53:03 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:53:04 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:53:04 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:53:05 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:53:05 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:53:30 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:53:31 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:53:31 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:53:32 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:53:33 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:53:34 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:53:47 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 21:53:48 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 21:53:50 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 21:53:50 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 21:53:51 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 21:53:52 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:53:53 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:53:53 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:53:54 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:53:55 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:54:15 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:54:17 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:54:18 | username: aashbrownie | message: left
timestamp: 24 Apr 2016 21:54:27 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:54:34 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:54:35 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:54:36 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:54:37 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:54:38 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:54:57 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:54:58 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:54:59 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:54:59 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:55:00 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:55:16 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:55:17 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:55:17 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:55:18 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:55:18 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:55:33 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:36 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:37 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:38 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:38 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:56 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:57 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:58 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:55:59 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:56:00 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:56:24 | username: iwantbanhmi | message: left
timestamp: 24 Apr 2016 21:56:25 | username: iwantbanhmi | message: left
timestamp: 24 Apr 2016 21:56:26 | username: iwantbanhmi | message: left
timestamp: 24 Apr 2016 21:56:27 | username: iwantbanhmi | message: left
timestamp: 24 Apr 2016 21:56:27 | username: iwantbanhmi | message: left
timestamp: 24 Apr 2016 21:57:25 | username: iwantbanhmi | message: down
timestamp: 24 Apr 2016 21:57:26 | username: iwantbanhmi | message: down
timestamp: 24 Apr 2016 21:57:26 | username: iwantbanhmi | message: down
timestamp: 24 Apr 2016 21:57:27 | username: iwantbanhmi | message: down
timestamp: 24 Apr 2016 21:57:28 | username: iwantbanhmi | message: down
timestamp: 24 Apr 2016 21:57:32 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:57:33 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:57:34 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:57:35 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:57:35 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:58:05 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:58:05 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:58:06 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:58:06 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:58:07 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:58:25 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:58:26 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:58:26 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:58:28 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:58:29 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:01 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:01 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:02 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:03 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:04 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:23 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:59:24 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:59:25 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:59:25 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:59:26 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 21:59:47 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:48 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:49 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:50 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:50 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 21:59:51 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:04 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:04 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:05 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:06 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:27 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:00:27 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:00:28 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:00:28 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:00:29 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:00:48 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:49 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:49 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:50 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:00:51 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:01:09 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:01:10 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:01:11 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:01:12 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:01:12 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:02:03 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:03 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:04 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:04 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:05 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:18 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:02:19 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:02:19 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:02:20 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:02:21 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:02:41 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:41 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:42 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:43 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:02:43 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:03:01 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:03:02 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:03:03 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:03:04 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:03:05 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:03:22 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:03:22 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:03:23 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:03:24 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:03:24 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:04:18 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:04:19 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:04:20 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:04:21 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:04:22 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:04:42 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:04:43 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:04:43 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:04:44 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:04:45 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:05:02 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:03 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:04 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:05 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:05 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:33 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:34 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:34 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:35 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:05:36 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:09 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:06:10 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:06:11 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:06:11 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:06:12 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:06:27 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:28 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:28 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:29 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:30 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:56 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:57 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:58 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:59 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:06:59 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:07:29 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:30 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:30 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:31 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:32 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:56 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:56 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:57 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:57 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:07:58 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:08:16 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:08:17 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:08:18 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:08:19 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:08:19 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:08:38 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:08:38 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:08:39 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:08:39 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:08:40 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:09:00 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:01 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:02 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:03 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:03 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:22 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:09:23 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:09:24 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:09:25 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:09:27 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:09:40 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:41 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:42 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:43 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:09:44 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:10:00 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:10:00 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:10:01 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:10:01 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:10:02 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:10:05 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:10:08 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:10:14 | username: elizzleb | message: jie mod me plz
timestamp: 24 Apr 2016 22:10:24 | username: markparaskevas | message: right
timestamp: 24 Apr 2016 22:10:27 | username: elizzleb | message: him too
timestamp: 24 Apr 2016 22:10:31 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:10:32 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:10:33 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:10:33 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:10:34 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:10:40 | username: markparaskevas | message: sideways
timestamp: 24 Apr 2016 22:10:48 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:10:53 | username: markparaskevas | message: diagonal
timestamp: 24 Apr 2016 22:11:12 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:11:13 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:11:15 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:11:16 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:11:19 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:11:20 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:11:21 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:11:21 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:11:22 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:11:23 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:11:24 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:11:25 | username: elizzleb | message: :)
timestamp: 24 Apr 2016 22:11:36 | username: markparaskevas | message: up!!!!
timestamp: 24 Apr 2016 22:11:44 | username: amelie1234567 | message: up
timestamp: 24 Apr 2016 22:12:04 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:12:05 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:12:05 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:12:07 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:12:14 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:12:15 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:12:16 | username: amelie1234567 | message: right
timestamp: 24 Apr 2016 22:12:20 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:12:21 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:12:23 | username: elizzleb | message: upside down
timestamp: 24 Apr 2016 22:12:38 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:12:39 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:12:39 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:12:40 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:12:41 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:12:41 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:12:50 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 22:12:51 | username: iwantbanhmi | message: up
